City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
155,berekum,24,GH,1528746476,84,7.45,-2.58,76.58,8.28
156,mackenzie,75,CA,1528743600,41,55.34,-123.09,57.2,5.82
157,srednekolymsk,0,RU,1528746477,53,67.46,153.71,60.74,6.38
158,zhuhai,0,CN,1528743600,30,40.71,112.04,59.0,4.47
159,saskylakh,0,RU,1528746381,71,71.97,114.09,50.66,5.14
160,mogadishu,76,SO,1528746242,100,2.04,45.34,79.46,21.7
161,qaanaaq,0,GL,1528746318,96,77.48,-69.36,32.84,5.26
162,san quintin,92,PH,1528746366,95,17.54,120.52,74.51,7.61
163,constitucion,40,MX,1528742640,32,23.99,-104.67,80.6,5.82
164,praia,40,BR,1528743600,53,-20.25,-43.81,75.2,3.36
165,kavaratti,68,IN,1528746334,100,10.57,72.64,80.72,19.8
166,sorland,75,NO,1528743000,75,67.67,12.69,44.6,10.29
167,tuktoyaktuk,40,CA,1528743600,74,69.44,-133.03,35.6,14.99
168,liuzhou,92,CN,1528746480,100,24.32,109.41,73.34,3.58
169,cidreira,36,BR,1528746355,75,-30.17,-50.22,72.8,11.63
170,asyut,0,EG,1528743600,35,27.18,31.19,84.2,14.99
171,port lincoln,44,AU,1528746361,92,-34.72,135.86,57.05,20.13
172,usingen,75,DE,1528744920,88,50.33,8.54,66.2,9.17
173,gobo,75,JP,1528743600,100,33.89,135.15,68.0,4.7
174,bimbo,56,CF,1528743600,88,4.33,18.53,82.4,2.24
175,bolobo,0,CD,1528746482,69,-2.17,16.23,76.58,3.58
176,bisert,20,RU,1528746482,93,56.85,59.05,40.04,5.59
177,maloy,8,ID,1528746482,92,1.0,118.1,75.59,2.01
178,barrow,92,AR,1528746272,81,-38.31,-60.23,51.47,13.2
179,ilulissat,20,GL,1528743000,74,69.22,-51.1,37.4,9.17
180,adelaide,75,AU,1528745760,76,-34.93,138.6,57.2,23.04
181,ituporanga,12,BR,1528746483,76,-27.41,-49.6,67.67,13.53
182,le port,92,FR,1528746484,100,42.87,1.37,45.98,0.89
183,ganzhou,92,CN,1528746484,91,25.86,114.93,68.21,2.24
184,inirida,32,CO,1528746485,81,3.87,-67.92,80.99,2.68
185,lorengau,12,PG,1528746303,100,-2.02,147.27,82.61,9.73
186,santa maria del oro,56,MX,1528746485,25,25.95,-105.37,82.61,5.48
187,havre,20,US,1528743180,22,48.55,-109.68,64.4,20.8
188,bethel,1,US,1528743180,50,60.79,-161.76,55.4,17.22
189,rabat,20,MA,1528745400,72,34.02,-6.83,64.4,8.05
190,ahipara,44,NZ,1528746486,96,-35.17,173.16,56.51,15.66
191,cap malheureux,20,MU,1528743600,78,-19.98,57.61,73.4,6.93
192,mount isa,68,AU,1528743600,71,-20.73,139.49,57.2,8.72
193,rajura,76,IN,1528746487,91,19.78,79.37,75.23,5.93
194,chicama,90,PE,1528743600,82,-7.84,-79.15,66.2,10.29
195,hobart,75,AU,1528743600,86,-42.88,147.33,41.0,8.05
196,beloha,48,MG,1528746319,95,-25.17,45.06,64.52,10.96
197,kayerkan,76,RU,1528746488,84,69.35,87.76,45.26,7.61
198,yerbogachen,76,RU,1528746361,57,61.28,108.01,62.36,7.61
199,kavieng,56,PG,1528746368,100,-2.57,150.8,82.07,3.47
200,opuwo,0,NA,1528746488,54,-18.06,13.84,45.98,2.57
201,urengoy,8,RU,1528746489,81,65.96,78.37,51.29,6.82
202,vila franca do campo,20,PT,1528745400,77,37.72,-25.43,69.8,11.41
203,namatanai,80,PG,1528746317,100,-3.66,152.44,82.43,11.18
204,albany,20,US,1528743240,29,42.65,-73.75,75.2,3.36
